Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Great company with great benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74130136.htm,5.0,"Mar 2, 2023",High Net Worth Service Associate,"Current Employee, more than 3 years","Jacksonville, FL",Pros,"The company is great if you are comfortable studying hard to get licensed, which they pay for the entire time, and you are comfortable working in a call center environment. The benefits are amazing.",Cons,"It is a call center type job, so metrics do come into play. Be prepared to give it your best everyday.",
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74891008.htm,5.0,"Mar 26, 2023",Customer Relationship Advocate,"Former Employee, more than 3 years","American Fork, UT",Pros,"Good benefits and pay, good work life balance. You will learn a lot of new skills.",Cons,"Managers are all newbies and they move around often, it can be difficult adjusting to different management styles every few months.",
﻿Team Leader,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74130811.htm,5.0,"Mar 2, 2023",Investment Solutions II Team Leader,"Current Employee, more than 3 years","Salt Lake City, UT",Pros,So many resources to support you Great culture of inclusion and helpfulness Great benefits,Cons,"System Programs and Performance Data Reporting don’t always work very well, making it tough to make informed immediate coaching",1
Great benefits not so great working environment,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW60578867.htm,3.0,"Mar 3, 2022",Business Transformation Consultant,Current Employee,,Pros,"benefits, bonuses, locations, peer expertise levels",Cons,"not a lot of upward mobility, hybrid agile work environment (can't quite get there), having a hard time competing for high-quality talent, revolving door remote work model",7
Overall good place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74747737.htm,4.0,"Mar 21, 2023",Financial Associate,"Current Employee, more than 1 year","Durham, NC",Pros,Great culture. Option to work remote Excellent benefits A lot of opportunities to move upward Fidelity invests in employees Great management.,Cons,Performance metrics are tracked heavily Very Stressful at times Heavy work load,
Great company to work for,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74150174.htm,5.0,"Mar 2, 2023",Defined Benefits Specialist,"Current Employee, less than 1 year","Westlake, TX",Pros,"Good pay, great people and team, comfortable environment. I just love my place of work. Also working from the comfort of your own home. Lots of advancements.",Cons,"Used to be 3 days in office but now a week in a month. No more free lunch. Other than that, perfect company.",
Good place to start,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74315591.htm,5.0,"Mar 8, 2023",Client Service Representative,"Former Employee, less than 1 year","Durham, NC",Pros,Excellent training and support. Growth opportunities immediately available.,Cons,"Long training/preparation period (8+ months) to finally begin doing the job one is hired for. It is intensive and if you cannot get licensed successfully, you may not continue in that role or many others.",1
Extensive Training/Must be ok with being on the phones,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74065613.htm,3.0,"Feb 28, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Merrimack, NH",Pros,Extensive support during licensing. Great team lead and co-workers. Seems to be a lot of career opportunities if you get your foot in the door.,Cons,Being on the phones. I don't necessarily mind the content but being on the phones is not for me.,2
Fidelity Investments Review,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72905119.htm,2.0,"Jan 23, 2023",Financial Associate,"Former Employee, less than 1 year","Durham, NC",Pros,Great Benefits and people are nice to work with,Cons,"Mentally stressful, time is tracked by the minute",1
CRA,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73283391.htm,4.0,"Feb 3, 2023",Customer Relationship Advocate,Current Employee,,Pros,"Work from home Vacation time given from beginning of year Paid licensing for SIE, S7 & S63 Room for promotions",Cons,On the phone all day Extensive training which may take 7months-1 year at base pay Many regulation and policies Pay is lower than other financial institutions,1
"Great company, low mobility",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74627941.htm,4.0,"Mar 17, 2023",Workplace Planning Consultant II,"Current Employee, more than 1 year",,Pros,-PTO -Excellent onboarding and training -Education reimbursement,Cons,-mobility -pay -in office requirements,
Great job.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW75476357.htm,5.0,"Apr 13, 2023",Financial Planning Consultant,"Current Employee, less than 1 year","Columbus, OH",Pros,"Great culture, benefits and parental leave.",Cons,"It’s a grind, but worth it.",
Amazing Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74013524.htm,5.0,"Feb 27, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Durham, NC",Pros,Pay is high for the industry and a ton of mobility and advancement is available. Hybrid role with 1 week in the office and 3 weeks at home. Feel valued and lots of assistance with obtaining needed licensing,Cons,None. My previous employers were worse in almost every way.,1
Working with individuals to help with asset management and long term financial decisions.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74189161.htm,5.0,"Mar 4, 2023",Financial Consultant,"Current Employee, more than 5 years",,Pros,Great benefits. Probably best I’ve seen and I ask all my clients their benefits so pretty cool to KNOW it doesn’t get much better. Also great work life balance.,Cons,Fast paced environment and is a volume based business.,
Great place to work!,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW75420603.htm,5.0,"Apr 12, 2023",Product & Service Consultant,Current Employee,,Pros,Excellent health benefits and pay,Cons,Don't want to leave the company,
Low Maturity Design team. No W/B Balance.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73929945.htm,2.0,"Feb 23, 2023",Principal UX Designer,"Current Employee, less than 1 year",,Pros,Nice people Good pay Nice perks,Cons,No work life balance. Disorganized and low maturity Design team Unrealistic expectations. No solid design systems and guidelines in place.,2
"Good for Entry Level, but not a place to stay long term",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74188075.htm,3.0,"Mar 4, 2023",Securities Lending Trader,"Former Employee, more than 8 years","Boston, MA",Pros,-10% profit share -7% 401(k) match -Healthcare,Cons,-Significantly underpay high performers who are young. -Unwritten rule to only give higher level titles to older employees -Non-C Suite executives overload high performers w/o appropriate compensation,2
Not bad but not financial planning,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74197588.htm,4.0,"Mar 4, 2023",Customer Relations Advocate,Current Employee,,Pros,"Pretty good benefits, great training. Ok pay",Cons,"Customer service, I thought this would be more about financial planning and services but its more general customer service and there is still a long way to go before financial planning services.",1
Wonderful Company and Wonderful Culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74765419.htm,5.0,"Mar 22, 2023",Director of Information Technology,"Current Employee, more than 1 year","Westlake, TX",Pros,Very welcoming and extremely open and warm culture.,Cons,Some parts of the company are segmented and siloed but the collaboration is still amazing and the culture is One Team.,
Impossible to move up,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW76521396.htm,1.0,"May 17, 2023",WPA connect and advance,Current Employee,"Westlake, TX",Pros,benefits are good but thats it,Cons,"low pay, hard to move up, set unrealistic expectations",2
Poor Experience,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW64248575.htm,1.0,"May 17, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year",,Pros,The benefits and paid time off is pretty good.,Cons,"I worked at Fidelity for a year, if you don’t pass the test (SIE, Series 7, Series 63) you could be terminated. They don’t give you the options for testing up front if you have something going on in your life that could prevent you from passing. You have to research it, call HR, etc. I didn’t pass after dealing with many personal issues and was offered to apply elsewhere (WI, where the pay is less). They didn’t accept me after a year of work. You are a number to them, they don’t care about their people. The girl interviewing me was very young (early twenties) and did not have a personality to say the least. If you like being a number and answering angry calls all day for 20/hr this is the job for you! Personally, you can go work in a restaurant for a few hours and make more. In regards to the WFH environment, my manager asked to view my entire bedroom space where my desk is located. Is this normal? Seems very inappropriate to me. All together a pretty poor experience, lack of communication, lack of support.",8
Need some incentive based pay,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW75236104.htm,3.0,"Apr 5, 2023","Associate, Capital Markets",Current Employee,"Boston, MA",Pros,"Good benefits, strong total package",Cons,No incentive based pay. Lack motivation to really try,
Job insight,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73087744.htm,5.0,"Jan 28, 2023",Scrum Master,Current Employee,,Pros,Listening to their employees. If you are full time the benefits are great. Stability and being able to stay with the company and moves around within to different positions. Full time also receives paid advanced training.,Cons,Transitioning back to in office can be more considerate. With scrum masters it is a work in progress to get everyone to open up to agile practices.,1
"Good workplace, not great compensation",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW75195219.htm,4.0,"Apr 4, 2023",Customer Service Representative,"Current Employee, more than 1 year","Smithfield, RI",Pros,Benefits and culture are the pros,Cons,Lack of high compensation is the con.,
One of the best companies I've worked for,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71663104.htm,5.0,"Dec 6, 2022",Business Analyst,"Current Employee, more than 5 years","Westlake, TX",Pros,"My voice is heard and changes have been made based on my feedback. Our benefits are not seen often. I pay very little for medical insurance and receive a lot. They deposit money into my HSA, I get 7% 401k matching and 10% profit sharing in my 401k. Being privately held means no shareholders to answer to and more freedom within the company. I've seen they will chose their employees over clients.",Cons,Pay is a bit lower for an annual salary. Hours can be a bit unconventional depending on the role you work.,1
Good but as flaws,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72398269.htm,4.0,"Jan 6, 2023",Senior IT Product Manager,"Current Employee, less than 1 year","Dallas, TX",Pros,Great culture and work environment. The company is relatively young and tries to keep the company forward thinking. Most management seems to have good intentions for subordinates.,Cons,IT still has to come into the office. Phone jobs seem like dead end. Pay could be a little more competitive. Work life balance isn’t great,1
"Great benefits, job is exhausting and stressful",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71639390.htm,4.0,"Dec 5, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year",,Pros,Fidelity is a great company as a whole and offers amazing benefits.,Cons,"Any “phones” role is so stressful and exhausting it isn’t worth it. 8-10 hours shifts with a 30 minute lunch. It’s call after call with no time to breathe between. You can never predict what will be asked of you and no matter how much training you get you are not prepared. I had so much anxiety in this role. A select few thrive in this environment, but most people really struggle.",4
Great place,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73749807.htm,4.0,"Feb 18, 2023",Financial Representative,"Former Employee, more than 1 year","Boston, MA",Pros,*Benefits * work environment * Work flex,Cons,* the programs they have do not have the best training * They always promote how easy it is to move around at Fidelity but when you apply for a job it takes 3 months for the interview process and such,1
A well-known company with a strong new hire training procedure,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74231850.htm,4.0,"Mar 6, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Merrimack, NH",Pros,Well-known company Generous 401K Great PTO Great training Wonderful people,Cons,"Can sometimes feel too big, logging in with a number rather than your name can make you feel small Customer service overkill",
4 years in,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73883958.htm,4.0,"Feb 22, 2023",Help Desk,"Current Employee, more than 3 years",,Pros,Good benefits Great coworkers Goof work life balance,Cons,"Lots of nepotism in promotions. People getting promoted over because of who they know compared to what they know. Horrible managers can really slow you down, upper management never recognizes when they aren't doing their job.",1
Crazy making place,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66668046.htm,2.0,"Jul 13, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year","Greenwood Village, CO",Pros,Pay and benefits. Paid training.,Cons,"Fake bro/cool culture. Training begins with a lot of hot air about how *awesome* the company is, to the point where they seem to be trying to convince themselves. Lots of promises made about moving out of the call center quickly. So much sizzle, no steak. So much sizzle, many reviews here echo how leadership doesn't want you to really see that you are getting into a call center job. Fidelity does not allow workers to discuss pay, which is illegal. You have the right - by law - to talk about your pay. Company does not want employees who know their rights. They want fresh-out-of-college young people who they can bamboozle. My manager would pull people out of training to talk about shopping. She didn't like my objecting to that and became a bully. Don't trust anyone. They all talk to each other. Very cliquey, high school atmosphere.",7
I love working for Fidelity.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73835824.htm,5.0,"Feb 21, 2023",Site Reliability Engineer,"Current Employee, more than 1 year","Merrimack, NH",Pros,Great Pay & Benefits Great Work Environment Great Work Life Balance.,Cons,"From what I understand, there is expectation to come onsite a number of days a month. The remote work is hybrid - which may be limiting for some.",1
Experts in long-term investment,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68106221.htm,5.0,"Aug 19, 2022",Senior Scrum Master,"Current Employee, more than 1 year","Boston, MA",Pros,- Highly focused on providing a growth-minded environment for employees to thrive. - More interested in retaining talent than causing turnover. - Wide range of benefits and perks - Flexible working environment,Cons,"- The scale of the business can lend itself to siloing of knowledge and distinct ""pools"" of culture that make it difficult to cross business lines. - These pools make everyone's experience a bit different - Compensation is lower than other roles in the financial industry (balanced by strong benefits & ""intangibles"")",2
Crm,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73672955.htm,2.0,"Feb 15, 2023",CRM Consultant,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,"Benefits, benefits, benefits , benefits, benefits",Cons,Sexist even they say they are not. They also make you start over and make girls prove themselves and not men. Like to over train that isn’t necessary for yr job .,2
Big Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74158016.htm,2.0,"Mar 3, 2023",Investment Solutions Representative,Current Employee,,Pros,Decent benefits and 401k match,Cons,"Inbound calls, low pay for industry standards, hard to climb corporate ladder, deal with difficult clients everyday, company policies constantly changing, bad schedule when you first start a new position",3
Feedback,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW75049076.htm,4.0,"Mar 30, 2023",Analyst,"Current Employee, more than 3 years","New York, NY",Pros,The benefits are great at this company,Cons,Not much diversity in the Capital Markets Division,
"Amazing, Innovative Company",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71760645.htm,5.0,"Dec 10, 2022",Investment Education Consultant,"Current Employee, more than 10 years","Charlotte, NC",Pros,It’s customer obssessed. Always innovating and bringing new products/services. Great leadership position in all markets they compete. It offers amazing and great benefits . The culture is very positive and senior leadership encourages career mobility and cares about people being fulfilled. Company values and rewards hard work and high performance.,Cons,"As most big companies certain policies can be a bit bureocratic but it’s not that bad. Honestly, I can’t think of any major negatives.",
Not a good place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW76262973.htm,1.0,"May 9, 2023",Vice President,"Former Employee, more than 5 years","Boston, MA",Pros,Total comp was good here,Cons,Career advancement was difficult here,3
Culture Club,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73313170.htm,5.0,"Feb 4, 2023",Relationship Manager,"Current Employee, less than 1 year",,Pros,"Fidelity cultivates a culture of inclusion, support and teamwork. Cutting edge technology, always innovating. Great benefits and people!",Cons,Compensation is a bit light and bonus structure a little ambiguous. Sick days are considered PTO.,
Worth staying around,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73502652.htm,4.0,"Feb 10, 2023",Senior Software Engineer,Current Employee,,Pros,"I know many employees at fidelity who have been working there for 10, 15, 20+ years. People tend to stick around and for good reason. The benefits are excellent and the pay has steadily improved, though still seems to lag slightly behind competitors.",Cons,Fidelity requires in office time.,1
Great culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74143839.htm,5.0,"Mar 2, 2023",Client Service Associate,Current Employee,"Durham, NC",Pros,"Great culture, leadership, and has lots of opportunities to grow within the firm - whether that be lateral or vertical movement.",Cons,"The role itself isn't great, but it's an opportunity to get your foot in the door.",
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74748101.htm,5.0,"Mar 21, 2023",HR Operations,"Former Employee, more than 10 years","Durham, NC",Pros,Strong leadership. Diversity and associate experience are priorities along with the customer,Cons,Opportunity for collaboration across business units,
"Good learning, lower pay",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73322701.htm,4.0,"Feb 4, 2023",Anonymous Employee,Former Employee,,Pros,- Good learning opportunities. There are a number of people that enjoy teaching and passing down their knowledge. - Strong name brand for building your resume,Cons,- Lower pay vs peers - Less opportunity for growth and moving up the ranks. People tend to stay in the higher level roles so limited upward mobility.,
Decent Pay,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74093647.htm,5.0,"Mar 1, 2023",Talent Consultant,Former Employee,"Covington, KY",Pros,Benefits are good and you can tell they care about their associates.,Cons,"Depending on the team, it can be a challenging environment were a professional brand is the most significant indicator of your ability to be promoted.",
A+,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73994374.htm,5.0,"Feb 26, 2023",Communications Consultant,Current Employee,,Pros,"comprehensive benefits package, so many wonderful coworkers who are just genuinely great people",Cons,"Compensation: Starting/initial salary typically lower than industry, evaluated as part of annual performance review process (merit increases awarded dependent on individual and firm performance, consistent annually 3-7%)",
Expect to never get off the phones,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73527287.htm,3.0,"Feb 10, 2023",Financial Services Associate,"Current Employee, more than 3 years",,Pros,Great experience for minimum qualifications. Generous PTO and benefits.,Cons,Back to back calls where every second of your day is monitored. Fidelity makes sure they’re getting the better bargain for what they pay you,1
Surprising,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW64405996.htm,4.0,"May 19, 2022",Customer Relationship Advocate,"Current Employee, less than 1 year","Salt Lake City, UT",Pros,"I made a complete career change to work here. I was super hesitant to take the position since it was a pay cut to work here. However, the first 8 months are paid training for licensing. The culture seems fantastic in the office. Everyone seems happy to be here and there are a lot of perks, such as free lunches and coffee. I would say the reasons I'm staying here instead of accepting one of the MANY job offers I have for much higher pay in my previous field are:
Tons of room for growth - they make a huge effort to train people and move them around in the company.
Mentoring - it has been really nice having a manager that takes an active interest in me.",Cons,"Low pay and it seems like pay doesn't increase a lot either as you move up.
Required overtime during the busy season.
Desk job on the phones - can be a bit of a grind feeling trapped to your desk",3
Great for New Hires and Late Career Changes,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70520226.htm,5.0,"Oct 26, 2022",Software Engineer,Current Employee,"Jersey City, NJ",Pros,"New hires have the opportunity to get great training. At the moment the company is trying to modernize how they do a lot of their work, so it feels like a good place for younger professionals to get started. There is always options to move laterally and vertically as well Older professionals will love Fido since they have great benefits and good work life balance.",Cons,"The main downside of Fidelity is that each office was a much different work environment. Bigger offices offer much more benefits, while smaller offices feel bland or empty. It's also an older company, so it may take a while for it to catch up to the rest of the tech industry",
Great Place to Start,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73084574.htm,5.0,"Jan 28, 2023",Associate Financial Analyst,Current Employee,"Boston, MA",Pros,"Fidelity is the best place to start if you coming out of college if you studied Finance. Gives great experience, along with very strong career mobility, super generous PTO plan, tons of benefits, and amazing managers.",Cons,"Pays a little below market average but the bonus, 401K 7% match, and profit sharing all makes up for it.",
High Opportunity,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74196026.htm,5.0,"Mar 4, 2023",Tax Exempt Representative II,"Current Employee, more than 1 year","New York, NY",Pros,- fast paced growth - access to a wealth of investment/finance knowledge -the best benefits.,Cons,It’s a very big company so you have to make sure you’re heard.,
401k Team lead position,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73759990.htm,4.0,"Feb 18, 2023",Team Lead,Current Employee,"Covington, KY",Pros,"Good pay, great co workers and good upper managers",Cons,The only con is I wish we had more time to sift with our associates on the team because 90% of the time we are on the help desk,
“Fidelity Culture”,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73669875.htm,3.0,"Feb 15, 2023",Operations,"Current Employee, more than 3 years","Westlake, TX",Pros,"Hybrid, pto, medical, on-site career center.",Cons,"Low salary compared to the amount of work you do. They expect you to do a lot of Overtime to make a decent salary, depending on the business unit, they have a very passive aggressive or gaslighting approach…",1
Grow career and skills - then proactively leave,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW62236163.htm,2.0,"Apr 4, 2022",Account Executive,"Former Employee, more than 10 years","Jacksonville, FL",Pros,"Profit sharing is the best in industry - you need to stay 5 years to keep it
Career growth and training is excellent - as long as you know the right people
Tuition reimbursement is excellent
Remote work is very nice",Cons,"Read ""Think Again"" by Adam Grant - Fidelity is one of those companies that does not encourage thinking outside the box. 
Being wrong is not a virtue, nor is humility. 
Egoism thrives at Fidelity. 
Not a safe place for questioning the status quo. 
Do not criticize the process. 
Its all about who you know and not what you know.
Skills development is limited. Once you hit the limit, hit the door on your own and look for a company that encourages personal growth, otherwise you might get stuck in your role with no relevant skills. 
This is a spreadsheet and numbers company, not a people company. 
Your experience is highly dependent on your manager, who likely did not even do your job.",13
"Decent Pay, not great",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73106748.htm,4.0,"Jan 29, 2023",Investment Consultant,Former Employee,"Orlando, FL",Pros,Constant activity and opportunity. Some things outside of role description,Cons,Pay not commensurate with amount of activity and effort required,1
Working,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74283058.htm,5.0,"Mar 7, 2023",Customer Relationship Advocate,"Former Employee, less than 1 year","Merrimack, NH",Pros,Management is awesome. Everyone is really welcoming and understanding and there is plenty room for promotion if you in the time.,Cons,Answering phones all day can be a little boring,
Boston employee,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74876165.htm,4.0,"Mar 25, 2023",Senior Executive Assistant,"Current Employee, more than 10 years","Boston, MA",Pros,"good benefits, flexible, remote schedules",Cons,not much growth for admins,
Great Pay / Awful Balance,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70592948.htm,3.0,"Oct 28, 2022",Help Desk,"Current Employee, more than 1 year","Jacksonville, FL",Pros,"Great Pay, Great Benefits, Great People",Cons,The great people you work with will make every effort to work you into an early grave. There is no work/life balance. Overtime is an expectation. You are unlikely to hit your numbers working 40 hours a week. If you're not hitting your numbers the company is constantly implying that you could lose your job. Sky is the limit if work is the only thing that matters to you.,2
I like it here,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74803222.htm,5.0,"Mar 23, 2023",Principal Software Engineer,"Current Employee, more than 1 year","Durham, NC",Pros,"benefits, time off, 5 words",Cons,"fin tech, and five words",
Don't let the toxic positivity get to you,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71280932.htm,4.0,"Nov 21, 2022",Financial Customer Associate,"Current Employee, less than 1 year",,Pros,"Overall, Fidelity is a great company. I've met some amazing friends and I've loved all of my managers and leads thus far. Management can make or break your experience so its a blessing to have some that you really like. I came in apart of their new LAUNCH program, and the training and support during onboarding was superb!",Cons,"I've always had a gut feeling that things were going to take a turn for the worst after onboarding. It's not terrible, but you're tied to the phones for 8 hours everyday, minus any trainings you're subject to. That is the job we signed up for, but once you're actually doing it full-time, you'll start to hate it. At least I did. You get nice people sometimes, but the participants (people calling in) can be really entitled and annoying. It also seems like everyone is just as confused as you are. They preach about how the F in Fidelity is for flexibility, but it can quickly turn into organized chaos. Most of my training class is still confused about a lot of things when it comes to bonuses, PTO, etc. During training, they'll bring a ton of people in and host panels full of people that preach how awesome Fidelity is. They're not lying per say, but take it with a grain of salt. Go your own path and figure out if it's right for you. The CEO is also trying to make people come in 5 days out of the month (we do 3 currently) starting in January, and they only plan to increase the amount as we go through 2023 and onwards. She's getting a lot of pushback on it because going into the office is draining and a waste of time, since most of us can work more efficiently in our role at home. Salary is a bit on the low end, but they try to make up for it in ""company culture"" and benefits. Most of the benefits I honestly don't use so it would be nice if my salary was higher.",1
good and bad,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71831636.htm,5.0,"Dec 13, 2022",Financial Consultant,"Former Employee, more than 3 years","San Diego, CA",Pros,support and resources overall very helpful,Cons,going a little political and they are pushy about the vaccine. the office atmosphere is also VERY negative and winy. tough to just show up and work hard and go home without the micro managing culture to interfere. also the sales coach is VERY inexperienced and gets in the way more than he helps.,2
Great company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74674114.htm,4.0,"Mar 19, 2023",Customer Relationship Advocate,"Former Employee, less than 1 year","Durham, NC",Pros,Amazing benefits Great Work Environment,Cons,Rushed training process Low pay for area,
Service,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72287902.htm,5.0,"Jan 3, 2023",High New Worth Associate I,"Current Employee, more than 1 year",,Pros,"The company is invested in your development, and gives a lot of time on the clock to help The work culture is positive and uplifting The benefits are good, and they will work with your needs if you make them known",Cons,Base service is not a terribly rewarding field in itself Certain movement between positions can be difficult as some things are only hired for externally at the time of writing this,
Not Family Friendly,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74103240.htm,3.0,"Mar 1, 2023",Senior Account Executive,"Former Employee, more than 3 years","Merrimack, NH",Pros,Best retirement savings package and matching I have ever seen,Cons,They don't care about you or your family. Internal Cliques. Watch out for the Latter Day mafia.,
Great Remote Work Space,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73281212.htm,5.0,"Feb 3, 2023",High Net Worth Financial Representative,"Current Employee, more than 1 year",,Pros,"Great benefits, Good Pay, Kind Employees, A lot of room to move around and upgrade.",Cons,On the phone all day yet in 9 months they allow you to get promoted to your next position. And they give you plenty of break/lunch time.,1
A great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71330703.htm,5.0,"Nov 23, 2022",Content Strategist,"Former Employee, more than 10 years","Smithfield, RI",Pros,"Benefits are outstanding, great co-workers, flexibility with remote work, COVID responsiveness, I cannot say enough about this company. I hear some people complaining about the work and yes, you need to work for the money but you are rewarded well.",Cons,None that I can think of at this time.,
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73744245.htm,5.0,"Feb 17, 2023",Customer Relationship Advocate,"Former Employee, less than 1 year","Dallas, TX",Pros,"Fidelity does a great job of equipping you to succeed at your job, and also does a great job of helping you progress in your career.",Cons,Really can't think of any.,
"Best company, Better benefits: Fidelity",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73408585.htm,5.0,"Feb 7, 2023",Workplace Planning Associate,"Current Employee, more than 1 year","Westlake, TX",Pros,"Fidelity has everything you could ask for if pursuing a career in finance. They help you get your certs, supply you an abundance of study material. Management is great Diversity and culture Produce the best employees",Cons,nothing bad to say about fidelty,
"Not terrible, but not good either for tech",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71792847.htm,2.0,"Dec 12, 2022",Software Engineer,Former Employee,,Pros,"Very team dependent for any pros. Stable employment for the most part. Culture varies by role and team in the company too. If you're a developer or some other tech role, focus in on reviews only from those specific roles. Check the dates of reviews.",Cons,"Check Blind and Levels.fyi before anything else. Underpays a lot from tech industry norms, not a real tech company/fintech, not much developer work or real developer work for tech roles, the list goes on.",1
